,FGM,FGA
2022Markieff Morris,1,2
2022Ja Morant,13,29
2022Xavier Moon,0,1
2022Moses Moody,0,1
2022Greg Monroe,0,1
2022Malik Monk,7,9
2022Evan Mobley,50,61
2022Donovan Mitchell,4,6
2022Davion Mitchell,0,0
2022Shake Milton,0,0
2022Paul Millsap,3,9
2022Patty Mills,0,0
2022Khris Middleton,0,1
2022Chimezie Metu,23,32
2022Sam Merrill,4,15
2022De'Anthony Melton,6,11
2022Ben McLemore,2,8
2022Jordan McLaughlin,0,0
2022Alfonzo McKinnie,2,3
2022Rodney McGruder,2,5
2022Cameron McGriff,1,5
2022JaVale McGee,48,57
2022Doug McDermott,3,7
2022Jalen McDaniels,2,9
2022Jaden McDaniels,13,18
2022CJ McCollum,0,0
2022Mac McClung,0,0
2022Miles McBride,0,0
2022Skylar Mays,0,0
2022Tyrese Maxey,0,0
2022Wesley Matthews,2,4
2022Garrison Mathews,1,1
2022Kelan Martin,4,6
2022Cody Martin,4,5
2022Caleb Martin,4,10
2022Naji Marshall,3,5
2022Lauri Markkanen,15,16
2022Boban Marjanovic,4,8
2022Tre Mann,1,1
2022Terance Mann,6,8
2022Sandro Mamukelashvili,0,0
2022Theo Maledon,1,3
2022Trey Lyles,9,10
2022Timothe Luwawu-Cabarrot,3,6
2022Gabriel Lundberg,3,9
2022Kyle Lowry,6,20
2022Kevin Love,1,1
2022Didi Louzada,0,0
2022Robin Lopez,0,0
2022Brook Lopez,6,11
2022Kevon Looney,21,24
2022Isaiah Livers,0,1
2022Nassir Little,1,1
2022Damian Lillard,0,0
2022Alex Len,7,7
2022Saben Lee,4,4
2022Damion Lee,0,0
2022Caris LeVert,23,53
2022Jake Layman,1,1
2022Romeo Langford,4,6
2022Jock Landale,16,19
2022Jeremy Lamb,7,12
2022Zach LaVine,9,10
2022Kyle Kuzma,1,1
2022Jonathan Kuminga,11,13
2022Vit Krejci,2,4
2022Luke Kornet,1,1
2022Furkan Korkmaz,0,1
2022John Konchar,1,2
2022Kevin Knox II,1,2
2022Nathan Knight,3,3
2022Brandon Knight,3,11
2022Maxi Kleber,11,12
2022Corey Kispert,10,12
2022Louis King,0,1
2022Braxton Key,1,1
2022Luke Kennard,0,0
2022Frank Kaminsky,0,1
2022Georgios Kalaitzakis,0,0
2022Cory Joseph,0,0
2022DeAndre Jordan,44,49
2022Tyus Jones,0,0
2022Tre Jones,0,0
2022Mason Jones,0,1
2022Kai Jones,2,2
2022Herbert Jones,3,5
2022Damian Jones,33,38
2022Carlik Jones,0,3
2022Nikola Jokic,4,4
2022Tyler Johnson,0,0
2022Stanley Johnson,1,3
2022Keon Johnson,3,3
2022Keldon Johnson,12,16
2022James Johnson,3,4
2022Jalen Johnson,1,1
2022Cameron Johnson,1,1
2022BJ Johnson,5,11
2022Alize Johnson,1,3
2022Isaiah Joe,0,0
2022Ty Jerome,3,8
2022LeBron James,14,15
2022Reggie Jackson,0,0
2022Josh Jackson,2,4
2022Isaiah Jackson,20,23
2022Frank Jackson,0,0
2022Wes Iwundu,1,1
2022Kyrie Irving,0,0
2022Brandon Ingram,1,2
2022Andre Iguodala,3,3
2022Serge Ibaka,8,9
2022Bones Hyland,0,0
2022De'Andre Hunter,2,3
2022Elijah Hughes,1,2
2022Kevin Huerter,0,0
2022Markus Howard,0,0
2022Dwight Howard,39,49
2022Talen Horton-Tucker,1,1
2022Al Horford,16,18
2022Rodney Hood,0,0
2022Richaun Holmes,25,30
2022Justin Holiday,1,1
2022Jrue Holiday,0,0
2022Aaron Holiday,0,0
2022Jaylen Hoard,3,5
2022Solomon Hill,0,0
2022Malcolm Hill,0,0
2022George Hill,0,0
2022Haywood Highsmith,0,0
2022Buddy Hield,0,0
2022Tyler Herro,19,48
2022Willy Hernangomez,14,23
2022Juancho Hernangomez,0,3
2022Gordon Hayward,11,27
2022Killian Hayes,1,1
2022Jaxson Hayes,44,48
2022Sam Hauser,1,1
2022Udonis Haslem,2,5
2022Isaiah Hartenstein,21,22
2022Josh Hart,1,1
2022Tobias Harris,10,10
2022Joe Harris,0,1
2022Gary Harris,1,1
2022Montrezl Harrell,83,86
2022Jared Harper,0,0
2022Maurice Harkless,4,8
2022James Harden,12,19
2022Tyrese Haliburton,8,16
2022Rui Hachimura,4,4
2022Kyle Guy,0,0
2022Quentin Grimes,0,0
2022Blake Griffin,6,13
2022Josh Green,6,10
2022Jeff Green,9,11
2022Javonte Green,8,12
2022Jalen Green,5,6
2022JaMychal Green,23,29
2022Draymond Green,0,0
2022Danny Green,2,5
2022Hassani Gravett,0,0
2022Jerami Grant,2,3
2022Devonte' Graham,0,0
2022Eric Gordon,0,0
2022Aaron Gordon,47,55
2022Brandon Goodwin,0,0
2022Rudy Gobert,151,166
2022Freddie Gillespie,0,1
2022Anthony Gill,0,1
2022Shai Gilgeous-Alexander,4,4
2022Josh Giddey,10,13
2022Taj Gibson,8,12
2022Paul George,0,0
2022Rudy Gay,12,20
2022Luka Garza,5,6
2022Usman Garuba,0,0
2022Marcus Garrett,0,0
2022Darius Garland,0,0
2022Langston Galloway,0,1
2022Danilo Gallinari,6,6
2022Daniel Gafford,98,115
2022Wenyen Gabriel,3,3
2022Markelle Fultz,1,1
2022Enes Freedom,12,16
2022Tim Frazier,0,1
2022De'Aaron Fox,0,0
2022Evan Fournier,7,24
2022Trent Forrest,5,11
2022Aleem Ford,0,0
2022Bryn Forbes,3,7
2022Malachi Flynn,0,1
2022Malik Fitts,4,8
2022Dorian Finney-Smith,10,17
2022Bruno Fernando,4,4
2022Derrick Favors,10,16
2022Drew Eubanks,14,17
2022James Ennis III,0,0
2022Joel Embiid,14,16
2022Wayne Ellington,0,0
2022CJ Elleby,7,15
2022Kessler Edwards,2,3
2022Carsen Edwards,1,1
2022Anthony Edwards,2,3
2022Kevin Durant,60,116
2022Kris Dunn,1,5
2022Chris Duarte,13,33
2022Andre Drummond,56,68
2022Goran Dragic,0,0
2022Devon Dotson,0,0
2022Ayo Dosunmu,0,0
2022Luguentz Dort,4,6
2022Luka Doncic,26,64
2022Spencer Dinwiddie,1,1
2022Gorgui Dieng,1,1
2022Hamidou Diallo,14,15
2022Mamadi Diakite,1,1
2022Donte DiVincenzo,0,0
2022Dewayne Dedmon,27,41
2022Gabriel Deck,2,4
2022DeMar DeRozan,2,2
2022Terence Davis,0,0
2022Ed Davis,1,1
2022Anthony Davis,59,89
2022Stephen Curry,0,0
2022Seth Curry,0,0
2022Cade Cunningham,0,0
2022Jarrett Culver,5,5
2022Jae Crowder,0,0
2022Torrey Craig,2,2
2022Robert Covington,3,3
2022DeMarcus Cousins,13,21
2022Petr Cornelie,0,1
2022Tyler Cook,0,1
2022Pat Connaughton,8,9
2022Mike Conley,0,0
2022Darren Collison,0,2
2022Zach Collins,9,11
2022John Collins,48,53
2022Amir Coffey,1,1
2022Nic Claxton,43,49
2022Jordan Clarkson,1,1
2022Brandon Clarke,37,38
2022Gary Clark,0,1
2022Josh Christopher,10,19
2022Marquese Chriss,9,13
2022Chris Chiozza,0,2
2022Justin Champagnie,2,2
2022Willie Cauley-Stein,5,7
2022Alex Caruso,2,2
2022Jevon Carter,0,0
2022Clint Capela,111,143
2022Devin Cannady,2,4
2022Vlatko Cancar,0,0
2022Facundo Campazzo,0,0
2022Kentavious Caldwell-Pope,1,1
2022Devontae Cacok,3,3
2022Jimmy Butler,33,51
2022Jared Butler,1,1
2022Alec Burks,5,20
2022Trey Burke,0,0
2022Reggie Bullock,1,2
2022Thomas Bryant,7,9
2022Jalen Brunson,14,29
2022Greg Brown III,10,12
2022Sterling Brown,2,7
2022Moses Brown,9,10
2022Jaylen Brown,1,2
2022Bruce Brown,1,1
2022Dillon Brooks,1,1
2022Armoni Brooks,0,0
2022Malcolm Brogdon,0,0
2022Oshae Brissett,8,17
2022Miles Bridges,42,48
2022Mikal Bridges,5,6
2022Ignas Brazdeikis,4,5
2022Tony Bradley,1,2
2022Avery Bradley,4,6
2022James Bouknight,1,1
2022Chris Boucher,15,18
2022Devin Booker,1,1
2022Isaac Bonga,0,0
2022Leandro Bolmaro,0,1
2022Bojan Bogdanovic,1,1
2022Bogdan Bogdanovic,0,0
2022Keljin Blevins,0,0
2022Eric Bledsoe,0,0
2022Nemanja Bjelica,4,4
2022Bismack Biyombo,6,6
2022Goga Bitadze,9,15
2022Khem Birch,6,8
2022Saddiq Bey,2,2
2022Patrick Beverley,0,0
2022Davis Bertans,2,6
2022DeAndre' Bembry,4,9
2022Malik Beasley,0,0
2022Bradley Beal,1,1
2022Darius Bazley,13,19
2022Kent Bazemore,1,4
2022Nicolas Batum,2,2
2022Keita Bates-Diop,7,8
2022Charles Bassey,2,2
2022Will Barton,2,2
2022RJ Barrett,2,3
2022Scottie Barnes,24,33
2022Harrison Barnes,7,8
2022Dalano Banton,0,1
2022Desmond Bane,0,0
2022Mo Bamba,41,47
2022Lonzo Ball,4,5
2022LaMelo Ball,1,2
2022Marvin Bagley III,24,31
2022Udoka Azubuike,10,11
2022Deandre Ayton,57,60
2022Deni Avdija,3,5
2022Trevor Ariza,0,1
2022Ryan Arcidiacono,0,0
2022Cole Anthony,4,12
2022Carmelo Anthony,8,8
2022Thanasis Antetokounmpo,4,5
2022Giannis Antetokounmpo,67,73
2022Kyle Anderson,8,17
2022Justin Anderson,0,0
2022Jose Alvarado,1,2
2022Jarrett Allen,95,109
2022Grayson Allen,0,0
2022Nickeil Alexander-Walker,6,16
2022LaMarcus Aldridge,17,30
2022Santi Aldama,2,2
2022Bam Adebayo,48,67
2022Steven Adams,24,26
2022Precious Achiuwa,32,53
2023Ivica Zubac,55,63
2023Cody Zeller,1,1
2023Omer Yurtseven,0,0
2023Trae Young,109,277
2023Thaddeus Young,0,0
2023Gabe York,0,0
2023McKinley Wright IV,0,0
2023Delon Wright,12,26
2023Christian Wood,38,62
2023James Wiseman,20,25
2023Justise Winslow,2,8
2023Zion Williamson,20,26
2023Robert Williams III,25,26
2023Ziaire Williams,8,11
2023Patrick Williams,59,118
2023Mark Williams,33,34
2023Kenrich Williams,20,41
2023Jaylin Williams,0,0
2023Jalen Williams,6,7
2023Grant Williams,0,0
2023Lindell Wigginton,0,0
2023Andrew Wiggins,11,16
2023Aaron Wiggins,3,6
2023Joe Wieskamp,0,2
2023Jack White,0,1
2023Derrick White,0,0
2023Coby White,22,59
2023Russell Westbrook,7,10
2023Blake Wesley,0,0
2023Peyton Watson,1,2
2023Trendon Watford,3,4
2023Lindy Waters III,0,0
2023Yuta Watanabe,0,1
2023John Wall,0,0
2023Lonnie Walker IV,0,0
2023Kemba Walker,0,1
2023Jabari Walker,10,19
2023Ish Wainright,0,0
2023Moritz Wagner,6,12
2023Franz Wagner,31,94
2023Dean Wade,1,1
2023Nikola Vucevic,11,25
2023Noah Vonleh,0,0
2023Gabe Vincent,0,0
2023Devin Vassell,3,3
2023Jarred Vanderbilt,30,36
2023Fred VanVleet,124,306
2023Jonas Valanciunas,20,23
2023Myles Turner,23,33
2023Karl-Anthony Towns,5,10
2023Juan Toscano-Anderson,1,2
2023Obi Toppin,18,24
2023Isaiah Todd,0,2
2023Xavier Tillman,4,9
2023Matisse Thybulle,9,11
2023JT Thor,4,13
2023Klay Thompson,86,230
2023Cam Thomas,0,0
2023Daniel Theis,0,1
2023Dalen Terry,0,2
2023Garrett Temple,0,0
2023Terry Taylor,0,0
2023Jayson Tatum,3,5
2023Jae'Sean Tate,5,9
2023Cole Swider,0,3
2023Edmond Sumner,0,0
2023Jalen Suggs,0,0
2023Max Strus,1,1
2023Isaiah Stewart,8,13
2023Lamar Stevens,3,3
2023Jaden Springer,1,1
2023Jeremy Sochan,43,81
2023Xavier Sneed,0,0
2023Jalen Smith,14,24
2023Ish Smith,0,0
2023Dru Smith,1,2
2023Marcus Smart,1,1
2023Jericho Sims,29,31
2023Anfernee Simons,88,235
2023Kobi Simmons,0,3
2023Ben Simmons,18,23
2023Pascal Siakam,63,151
2023Shaedon Sharpe,56,134
2023Day'Ron Sharpe,7,10
2023Landry Shamet,25,73
2023Collin Sexton,1,1
2023Alperen Sengun,13,17
2023Dennis Schroder,0,0
2023Admiral Schofield,0,0
2023Olivier Sarr,3,3
2023Dario Saric,0,0
2023Luka Samanic,1,1
2023Domantas Sabonis,23,27
2023Matt Ryan,1,1
2023D'Angelo Russell,99,241
2023Ricky Rubio,5,6
2023Terry Rozier,81,228
2023Terrence Ross,61,126
2023Derrick Rose,0,0
2023Ryan Rollins,0,1
2023David Roddy,8,16
2023Isaiah Roby,1,4
2023Jeremiah Robinson-Earl,5,11
2023Orlando Robinson,10,11
2023Mitchell Robinson,84,94
2023Duncan Robinson,0,0
2023Austin Rivers,0,0
2023Josh Richardson,1,1
2023Nick Richards,23,25
2023Jared Rhoden,0,0
2023Naz Reid,0,0
2023Paul Reed,4,4
2023Davon Reed,0,0
2023Cam Reddish,8,27
2023Austin Reaves,40,85
2023Julius Randle,68,163
2023Immanuel Quickley,62,166
2023Neemias Queta,2,2
2023Trevelin Queen,0,0
2023Payton Pritchard,0,0
2023Taurean Prince,17,43
2023Joshua Primo,1,2
2023Jason Preston,0,0
2023Norman Powell,1,1
2023Dwight Powell,32,40
2023Micah Potter,4,4
2023Kristaps Porzingis,52,112
2023Bobby Portis,12,29
2023Jordan Poole,0,0
2023Aleksej Pokusevski,6,8
2023Jakob Poeltl,2,2
2023Mason Plumlee,22,24
2023Theo Pinson,4,7
2023Gary Payton II,1,1
2023Cameron Payne,1,1
2023Chris Paul,145,318
2023Cedi Osman,0,0
2023Eugene Omoruyi,0,0
2023Kelly Olynyk,17,31
2023Victor Oladipo,1,1
2023KZ Okpala,0,0
2023Isaac Okoro,1,2
2023Onyeka Okongwu,49,53
2023Josh Okogie,2,2
2023Chuma Okeke,0,0
2023Royce O'Neale,0,0
2023Jordan Nwora,1,1
2023Jusuf Nurkic,5,6
2023Kendrick Nunn,47,114
2023Frank Ntilikina,0,1
2023Jaylen Nowell,57,121
2023Nerlens Noel,0,1
2023Zeke Nnaji,9,9
2023Daishen Nix,8,26
2023Georges Niang,2,12
2023Raul Neto,0,0
2023Aaron Nesmith,18,41
2023Andrew Nembhard,42,114
2023Svi Mykhailiuk,8,30
2023Mike Muscala,0,0
2023Keegan Murray,0,0
2023Jamal Murray,58,146
2023Dejounte Murray,236,487
2023Trey Murphy III,20,43
2023Monte Morris,60,120
2023Markieff Morris,0,0
2023Ja Morant,62,186
2023Moses Moody,3,3
2023Malik Monk,49,112
2023Isaiah Mobley,0,0
2023Evan Mobley,100,128
2023Donovan Mitchell,145,350
2023Davion Mitchell,34,76
2023Josh Minott,0,0
2023Shake Milton,1,1
2023Patty Mills,0,0
2023Khris Middleton,34,88
2023Chimezie Metu,22,30
2023Sam Merrill,1,11
2023De'Anthony Melton,23,74
2023Jordan McLaughlin,0,0
2023Rodney McGruder,1,1
2023Bryce McGowens,2,10
2023JaVale McGee,17,19
2023Doug McDermott,6,7
2023Jalen McDaniels,10,23
2023Jaden McDaniels,37,71
2023CJ McCollum,123,312
2023Miles McBride,0,0
2023Skylar Mays,0,0
2023Tyrese Maxey,50,137
2023Wesley Matthews,3,3
2023Bennedict Mathurin,1,1
2023Garrison Mathews,0,0
2023Tyrese Martin,1,2
2023Cody Martin,0,1
2023Caleb Martin,23,44
2023Naji Marshall,6,30
2023Lauri Markkanen,26,31
2023Boban Marjanovic,0,1
2023Tre Mann,31,85
2023Terance Mann,24,48
2023Sandro Mamukelashvili,0,0
2023Theo Maledon,15,45
2023Trey Lyles,9,17
2023Kyle Lowry,25,77
2023Kevin Love,1,1
2023Robin Lopez,1,1
2023Brook Lopez,40,50
2023Kevon Looney,18,21
2023Isaiah Livers,0,0
2023Nassir Little,1,1
2023Damian Lillard,99,268
2023Meyers Leonard,0,0
2023Kawhi Leonard,120,223
2023Alex Len,1,1
2023Saben Lee,1,2
2023Damion Lee,0,0
2023Caris LeVert,1,1
2023Romeo Langford,5,5
2023Jock Landale,14,19
2023Anthony Lamb,0,0
2023Zach LaVine,120,302
2023Jake LaRavia,0,0
2023Kyle Kuzma,31,107
2023Jonathan Kuminga,23,44
2023Vit Krejci,0,0
2023Luke Kornet,22,24
2023Furkan Korkmaz,1,4
2023John Konchar,7,11
2023Christian Koloko,10,11
2023Kevin Knox II,13,29
2023Nathan Knight,0,0
2023Maxi Kleber,8,12
2023Corey Kispert,12,23
2023Walker Kessler,54,55
2023Luke Kennard,30,62
2023Frank Kaminsky,2,2
2023Mfiondu Kabengele,1,2
2023Johnny Juzang,0,1
2023Nikola Jovic,0,1
2023Cory Joseph,18,66
2023DeAndre Jordan,31,34
2023Tyus Jones,45,125
2023Tre Jones,42,102
2023Kai Jones,8,13
2023Herbert Jones,4,16
2023Damian Jones,6,11
2023Carlik Jones,3,5
2023Nikola Jokic,10,17
2023Stanley Johnson,2,4
2023Keon Johnson,1,1
2023Keldon Johnson,40,112
2023James Johnson,2,3
2023Jalen Johnson,5,13
2023Cameron Johnson,33,75
2023Isaiah Joe,0,0
2023Ty Jerome,0,0
2023LeBron James,6,9
2023Reggie Jackson,0,1
2023Quenton Jackson,2,4
2023Justin Jackson,0,0
2023Isaiah Jackson,54,62
2023Jaden Ivey,82,232
2023Jonathan Isaac,0,0
2023Kyrie Irving,2,4
2023Brandon Ingram,2,2
2023Joe Ingles,0,0
2023Andre Iguodala,2,9
2023Serge Ibaka,1,1
2023Bones Hyland,30,93
2023De'Andre Hunter,88,179
2023Jay Huff,1,1
2023Kevin Huerter,0,0
2023Caleb Houstan,4,7
2023Talen Horton-Tucker,14,46
2023Al Horford,0,0
2023Richaun Holmes,1,1
2023Justin Holiday,0,0
2023Jrue Holiday,1,2
2023Aaron Holiday,2,4
2023George Hill,0,0
2023Haywood Highsmith,4,9
2023Buddy Hield,65,169
2023Tyler Herro,129,326
2023Willy Hernangomez,9,13
2023Juancho Hernangomez,0,0
2023Gordon Hayward,68,153
2023Killian Hayes,1,2
2023Jaxson Hayes,17,18
2023Sam Hauser,0,0
2023Udonis Haslem,6,18
2023Isaiah Hartenstein,8,8
2023Josh Hart,6,31
2023Shaquille Harrison,1,1
2023Tobias Harris,3,3
2023Kevon Harris,0,2
2023Joe Harris,15,41
2023Gary Harris,0,0
2023Montrezl Harrell,21,26
2023Jaden Hardy,15,40
2023James Harden,53,132
2023Jordan Hall,0,0
2023Tyrese Haliburton,84,202
2023Rui Hachimura,2,2
2023Quentin Grimes,0,0
2023Blake Griffin,1,1
2023AJ Griffin,1,2
2023Josh Green,7,17
2023Jeff Green,8,13
2023Javonte Green,5,7
2023Jalen Green,95,276
2023JaMychal Green,12,17
2023Draymond Green,0,0
2023Danny Green,0,0
2023AJ Green,0,0
2023Jerami Grant,41,95
2023Devonte' Graham,42,123
2023Eric Gordon,20,54
2023Aaron Gordon,76,104
2023Jordan Goodwin,19,58
2023Rudy Gobert,74,77
2023Anthony Gill,0,0
2023Shai Gilgeous-Alexander,0,2
2023Josh Giddey,14,34
2023Taj Gibson,7,8
2023Paul George,113,291
2023Rudy Gay,6,8
2023Luka Garza,9,11
2023Usman Garuba,1,1
2023Darius Garland,109,242
2023Daniel Gafford,66,71
2023Wenyen Gabriel,1,1
2023Markelle Fultz,1,1
2023De'Aaron Fox,140,313
2023Evan Fournier,2,2
2023Trent Forrest,0,0
2023Bryn Forbes,0,0
2023Simone Fontecchio,2,2
2023Malachi Flynn,0,0
2023Dorian Finney-Smith,8,17
2023Bruno Fernando,7,7
2023Drew Eubanks,23,30
2023Joel Embiid,122,237
2023Keon Ellis,5,12
2023Kessler Edwards,0,0
2023Anthony Edwards,1,2
2023Tari Eason,3,14
2023Jalen Duren,57,67
2023Kevin Durant,161,309
2023Kris Dunn,1,1
2023Chris Duarte,0,1
2023Andre Drummond,19,20
2023Goran Dragic,0,1
2023PJ Dozier,1,1
2023Devon Dotson,0,2
2023Ayo Dosunmu,21,53
2023Luguentz Dort,26,73
2023Luka Doncic,8,11
2023Spencer Dinwiddie,53,164
2023Ousmane Dieng,0,0
2023Gorgui Dieng,0,0
2023Hamidou Diallo,1,1
2023Mamadi Diakite,2,6
2023Moussa Diabate,2,7
2023Donte DiVincenzo,10,46
2023Matthew Dellavedova,0,3
2023Dewayne Dedmon,2,4
2023DeMar DeRozan,228,494
2023JD Davison,2,3
2023Terence Davis,23,47
2023Johnny Davis,1,1
2023Anthony Davis,75,102
2023Dyson Daniels,3,8
2023Stephen Curry,0,0
2023Seth Curry,0,0
2023Cade Cunningham,3,4
2023Jarrett Culver,3,16
2023Jae Crowder,4,9
2023Torrey Craig,5,18
2023Robert Covington,1,1
2023Xavier Cooks,3,4
2023Pat Connaughton,2,6
2023Mike Conley,47,111
2023Zach Collins,8,18
2023John Collins,42,62
2023Amir Coffey,0,0
2023Nic Claxton,79,87
2023Jordan Clarkson,70,184
2023Brandon Clarke,23,28
2023Josh Christopher,11,22
2023Max Christie,0,1
2023Kennedy Chandler,1,1
2023Justin Champagnie,0,0
2023Julian Champagnie,1,2
2023Alex Caruso,0,0
2023Michael Carter-Williams,0,1
2023Jevon Carter,53,139
2023Clint Capela,88,94
2023Vlatko Cancar,0,0
2023Facundo Campazzo,0,0
2023Kentavious Caldwell-Pope,53,110
2023Jamal Cain,0,3
2023Jimmy Butler,52,109
2023Jared Butler,0,0
2023Alec Burks,67,151
2023Reggie Bullock,6,21
2023Thomas Bryant,11,12
2023Jalen Brunson,0,2
2023Greg Brown III,0,1
2023Moses Brown,1,1
2023Kendall Brown,0,1
2023Jaylen Brown,2,4
2023Bruce Brown,21,67
2023Dillon Brooks,66,204
2023Malcolm Brogdon,1,5
2023Oshae Brissett,4,11
2023Mikal Bridges,125,288
2023Christian Braun,5,12
2023Jarrell Brantley,1,1
2023Malaki Branham,65,143
2023Jamaree Bouyea,1,5
2023James Bouknight,0,0
2023Chris Boucher,17,27
2023Devin Booker,150,349
2023Leandro Bolmaro,0,0
2023Bol Bol,39,86
2023Bojan Bogdanovic,62,129
2023Bogdan Bogdanovic,33,77
2023Buddy Boeheim,0,0
2023Bismack Biyombo,7,7
2023Goga Bitadze,10,13
2023Khem Birch,0,0
2023Saddiq Bey,26,87
2023Patrick Beverley,0,0
2023Davis Bertans,0,0
2023MarJon Beauchamp,2,7
2023Malik Beasley,46,152
2023Bradley Beal,2,2
2023Darius Bazley,7,14
2023Nicolas Batum,0,0
2023Keita Bates-Diop,3,3
2023Charles Bassey,14,20
2023Will Barton,20,67
2023RJ Barrett,20,54
2023Scottie Barnes,34,97
2023Harrison Barnes,37,72
2023Dominick Barlow,4,4
2023Dalano Banton,0,0
2023Desmond Bane,0,1
2023Paolo Banchero,4,6
2023Mo Bamba,17,19
2023LaMelo Ball,1,1
2023Marvin Bagley III,15,25
2023Udoka Azubuike,11,12
2023Deandre Ayton,56,65
2023Deni Avdija,17,39
2023Ryan Arcidiacono,0,3
2023Cole Anthony,3,4
2023Thanasis Antetokounmpo,1,1
2023Giannis Antetokounmpo,100,212
2023Kyle Anderson,0,1
2023Jose Alvarado,7,19
2023Jarrett Allen,69,80
2023Grayson Allen,20,58
2023Nickeil Alexander-Walker,0,0
2023Santi Aldama,20,31
2023Ochai Agbaji,2,2
2023Bam Adebayo,112,191
2023Steven Adams,17,17
2023Precious Achiuwa,15,24
